date,temple_id,temple_name,visitor_count,occupancy_percentage,crowd_level,day_of_week,is_weekend,is_holiday,festival_name,is_festival,weather,temperature,season,hourly_distribution,factors
2022-06-01,3,Ambaji Temple,840,20,low,Wednesday,False,False,None,False,Heavy Rain,26,Monsoon,"{'4-6 AM': 100, '6-9 AM': -41, '9-12 PM': 168, '12-4 PM': 67, '4-7 PM': 336, '7-10 PM': 210}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.03}"
2022-06-02,3,Ambaji Temple,1723,41,low,Thursday,False,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 206, '6-9 AM': -83, '9-12 PM': 344, '12-4 PM': 137, '4-7 PM': 689, '7-10 PM': 430}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.03}"
2022-06-03,3,Ambaji Temple,2448,58,moderate,Friday,False,False,None,False,Partly Cloudy,33,Monsoon,"{'4-6 AM': 293, '6-9 AM': -120, '9-12 PM': 489, '12-4 PM': 195, '4-7 PM': 979, '7-10 PM': 612}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.03}"
2022-06-04,3,Ambaji Temple,3018,71,moderate,Saturday,True,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 362, '6-9 AM': -149, '9-12 PM': 603, '12-4 PM': 241, '4-7 PM': 1207, '7-10 PM': 754}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.03}"
2022-06-05,3,Ambaji Temple,2279,54,moderate,Sunday,True,False,None,False,Light Rain,29,Monsoon,"{'4-6 AM': 273, '6-9 AM': -111, '9-12 PM': 455, '12-4 PM': 182, '4-7 PM': 911, '7-10 PM': 569}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.03}"
2022-06-06,3,Ambaji Temple,1971,46,low,Monday,False,False,None,False,Partly Cloudy,27,Monsoon,"{'4-6 AM': 236, '6-9 AM': -96, '9-12 PM': 394, '12-4 PM': 157, '4-7 PM': 788, '7-10 PM': 492}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.03}"
2022-06-07,3,Ambaji Temple,2829,67,moderate,Tuesday,False,False,None,False,Pleasant,25,Monsoon,"{'4-6 AM': 339, '6-9 AM': -139, '9-12 PM': 565, '12-4 PM': 226, '4-7 PM': 1131, '7-10 PM': 707}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.03}"
2022-06-08,3,Ambaji Temple,1979,47,low,Wednesday,False,False,None,False,Partly Cloudy,32,Monsoon,"{'4-6 AM': 237, '6-9 AM': -96, '9-12 PM': 395, '12-4 PM': 158, '4-7 PM': 791, '7-10 PM': 494}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.03}"
2022-06-09,3,Ambaji Temple,1675,39,low,Thursday,False,False,None,False,Partly Cloudy,35,Monsoon,"{'4-6 AM': 201, '6-9 AM': -83, '9-12 PM': 335, '12-4 PM': 134, '4-7 PM': 670, '7-10 PM': 418}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.03}"
2022-06-10,3,Ambaji Temple,2372,56,moderate,Friday,False,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 284, '6-9 AM': -116, '9-12 PM': 474, '12-4 PM': 189, '4-7 PM': 948, '7-10 PM': 593}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-11,3,Ambaji Temple,2582,61,moderate,Saturday,True,False,None,False,Sunny,27,Monsoon,"{'4-6 AM': 309, '6-9 AM': -126, '9-12 PM': 516, '12-4 PM': 206, '4-7 PM': 1032, '7-10 PM': 645}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-12,3,Ambaji Temple,3013,71,moderate,Sunday,True,False,None,False,Partly Cloudy,28,Monsoon,"{'4-6 AM': 361, '6-9 AM': -149, '9-12 PM': 602, '12-4 PM': 241, '4-7 PM': 1205, '7-10 PM': 753}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-06-13,3,Ambaji Temple,1583,37,low,Monday,False,False,None,False,Sunny,24,Monsoon,"{'4-6 AM': 189, '6-9 AM': -76, '9-12 PM': 316, '12-4 PM': 126, '4-7 PM': 633, '7-10 PM': 395}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-14,3,Ambaji Temple,2732,65,moderate,Tuesday,False,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 327, '6-9 AM': -134, '9-12 PM': 546, '12-4 PM': 218, '4-7 PM': 1092, '7-10 PM': 683}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-15,3,Ambaji Temple,1778,42,low,Wednesday,False,False,None,False,Partly Cloudy,26,Monsoon,"{'4-6 AM': 213, '6-9 AM': -87, '9-12 PM': 355, '12-4 PM': 142, '4-7 PM': 711, '7-10 PM': 444}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-06-16,3,Ambaji Temple,1709,40,low,Thursday,False,False,None,False,Sunny,30,Monsoon,"{'4-6 AM': 205, '6-9 AM': -83, '9-12 PM': 341, '12-4 PM': 136, '4-7 PM': 683, '7-10 PM': 427}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-17,3,Ambaji Temple,2592,61,moderate,Friday,False,False,None,False,Pleasant,27,Monsoon,"{'4-6 AM': 311, '6-9 AM': -128, '9-12 PM': 518, '12-4 PM': 207, '4-7 PM': 1036, '7-10 PM': 648}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.04}"
2022-06-18,3,Ambaji Temple,2991,71,moderate,Saturday,True,False,None,False,Sunny,37,Monsoon,"{'4-6 AM': 358, '6-9 AM': -147, '9-12 PM': 598, '12-4 PM': 239, '4-7 PM': 1196, '7-10 PM': 747}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-19,3,Ambaji Temple,3099,73,moderate,Sunday,True,False,None,False,Sunny,24,Monsoon,"{'4-6 AM': 371, '6-9 AM': -151, '9-12 PM': 619, '12-4 PM': 247, '4-7 PM': 1239, '7-10 PM': 774}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-20,3,Ambaji Temple,1875,44,low,Monday,False,False,None,False,Sunny,35,Monsoon,"{'4-6 AM': 225, '6-9 AM': -93, '9-12 PM': 375, '12-4 PM': 150, '4-7 PM': 750, '7-10 PM': 468}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-21,3,Ambaji Temple,3017,71,moderate,Tuesday,False,False,None,False,Pleasant,35,Monsoon,"{'4-6 AM': 362, '6-9 AM': -149, '9-12 PM': 603, '12-4 PM': 241, '4-7 PM': 1206, '7-10 PM': 754}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.04}"
2022-06-22,3,Ambaji Temple,840,20,low,Wednesday,False,False,None,False,Heavy Rain,32,Monsoon,"{'4-6 AM': 100, '6-9 AM': -41, '9-12 PM': 168, '12-4 PM': 67, '4-7 PM': 336, '7-10 PM': 210}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.04}"
2022-06-23,3,Ambaji Temple,1836,43,low,Thursday,False,False,None,False,Partly Cloudy,37,Monsoon,"{'4-6 AM': 220, '6-9 AM': -90, '9-12 PM': 367, '12-4 PM': 146, '4-7 PM': 734, '7-10 PM': 459}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-06-24,3,Ambaji Temple,2317,55,moderate,Friday,False,False,None,False,Sunny,34,Monsoon,"{'4-6 AM': 278, '6-9 AM': -114, '9-12 PM': 463, '12-4 PM': 185, '4-7 PM': 926, '7-10 PM': 579}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-25,3,Ambaji Temple,3131,74,moderate,Saturday,True,False,None,False,Sunny,28,Monsoon,"{'4-6 AM': 375, '6-9 AM': -154, '9-12 PM': 626, '12-4 PM': 250, '4-7 PM': 1252, '7-10 PM': 782}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-26,3,Ambaji Temple,1471,35,low,Sunday,True,False,None,False,Heavy Rain,29,Monsoon,"{'4-6 AM': 176, '6-9 AM': -71, '9-12 PM': 294, '12-4 PM': 117, '4-7 PM': 588, '7-10 PM': 367}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.04}"
2022-06-27,3,Ambaji Temple,1661,39,low,Monday,False,False,None,False,Sunny,24,Monsoon,"{'4-6 AM': 199, '6-9 AM': -81, '9-12 PM': 332, '12-4 PM': 132, '4-7 PM': 664, '7-10 PM': 415}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-06-28,3,Ambaji Temple,1334,31,low,Tuesday,False,False,None,False,Heavy Rain,36,Monsoon,"{'4-6 AM': 160, '6-9 AM': -64, '9-12 PM': 266, '12-4 PM': 106, '4-7 PM': 533, '7-10 PM': 333}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.04}"
2022-06-29,3,Ambaji Temple,1843,43,low,Wednesday,False,False,None,False,Partly Cloudy,24,Monsoon,"{'4-6 AM': 221, '6-9 AM': -90, '9-12 PM': 368, '12-4 PM': 147, '4-7 PM': 737, '7-10 PM': 460}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-06-30,3,Ambaji Temple,1856,44,low,Thursday,False,False,None,False,Partly Cloudy,24,Monsoon,"{'4-6 AM': 222, '6-9 AM': -91, '9-12 PM': 371, '12-4 PM': 148, '4-7 PM': 742, '7-10 PM': 464}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-01,3,Ambaji Temple,2031,48,low,Friday,False,False,None,False,Light Rain,28,Monsoon,"{'4-6 AM': 243, '6-9 AM': -99, '9-12 PM': 406, '12-4 PM': 162, '4-7 PM': 812, '7-10 PM': 507}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.04}"
2022-07-02,3,Ambaji Temple,3437,81,high,Saturday,True,False,None,False,Pleasant,20,Monsoon,"{'4-6 AM': 412, '6-9 AM': -169, '9-12 PM': 687, '12-4 PM': 274, '4-7 PM': 1374, '7-10 PM': 859}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.04}"
2022-07-03,3,Ambaji Temple,2329,55,moderate,Sunday,True,False,None,False,Light Rain,36,Monsoon,"{'4-6 AM': 279, '6-9 AM': -114, '9-12 PM': 465, '12-4 PM': 186, '4-7 PM': 931, '7-10 PM': 582}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.04}"
2022-07-04,3,Ambaji Temple,1466,34,low,Monday,False,False,None,False,Light Rain,26,Monsoon,"{'4-6 AM': 175, '6-9 AM': -71, '9-12 PM': 293, '12-4 PM': 117, '4-7 PM': 586, '7-10 PM': 366}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.04}"
2022-07-05,3,Ambaji Temple,2465,58,moderate,Tuesday,False,False,None,False,Sunny,22,Monsoon,"{'4-6 AM': 295, '6-9 AM': -122, '9-12 PM': 493, '12-4 PM': 197, '4-7 PM': 986, '7-10 PM': 616}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-06,3,Ambaji Temple,1887,44,low,Wednesday,False,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 226, '6-9 AM': -91, '9-12 PM': 377, '12-4 PM': 150, '4-7 PM': 754, '7-10 PM': 471}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-07,3,Ambaji Temple,1493,35,low,Thursday,False,False,None,False,Cloudy,37,Monsoon,"{'4-6 AM': 179, '6-9 AM': -73, '9-12 PM': 298, '12-4 PM': 119, '4-7 PM': 597, '7-10 PM': 373}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.04}"
2022-07-08,3,Ambaji Temple,2431,57,moderate,Friday,False,False,None,False,Sunny,25,Monsoon,"{'4-6 AM': 291, '6-9 AM': -119, '9-12 PM': 486, '12-4 PM': 194, '4-7 PM': 972, '7-10 PM': 607}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-09,3,Ambaji Temple,2732,65,moderate,Saturday,True,False,None,False,Partly Cloudy,28,Monsoon,"{'4-6 AM': 327, '6-9 AM': -134, '9-12 PM': 546, '12-4 PM': 218, '4-7 PM': 1092, '7-10 PM': 683}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-10,3,Ambaji Temple,2654,63,moderate,Sunday,True,False,None,False,Sunny,22,Monsoon,"{'4-6 AM': 318, '6-9 AM': -130, '9-12 PM': 530, '12-4 PM': 212, '4-7 PM': 1061, '7-10 PM': 663}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-11,3,Ambaji Temple,1461,34,low,Monday,False,False,None,False,Light Rain,29,Monsoon,"{'4-6 AM': 175, '6-9 AM': -71, '9-12 PM': 292, '12-4 PM': 116, '4-7 PM': 584, '7-10 PM': 365}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.8, 'holiday': 1.0, 'growth': 1.04}"
2022-07-12,3,Ambaji Temple,2778,66,moderate,Tuesday,False,False,None,False,Partly Cloudy,34,Monsoon,"{'4-6 AM': 333, '6-9 AM': -137, '9-12 PM': 555, '12-4 PM': 222, '4-7 PM': 1111, '7-10 PM': 694}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-13,3,Ambaji Temple,1647,39,low,Wednesday,False,False,None,False,Partly Cloudy,35,Monsoon,"{'4-6 AM': 197, '6-9 AM': -79, '9-12 PM': 329, '12-4 PM': 131, '4-7 PM': 658, '7-10 PM': 411}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-14,3,Ambaji Temple,1933,46,low,Thursday,False,False,None,False,Partly Cloudy,26,Monsoon,"{'4-6 AM': 231, '6-9 AM': -94, '9-12 PM': 386, '12-4 PM': 154, '4-7 PM': 773, '7-10 PM': 483}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-15,3,Ambaji Temple,2498,59,moderate,Friday,False,False,None,False,Partly Cloudy,24,Monsoon,"{'4-6 AM': 299, '6-9 AM': -122, '9-12 PM': 499, '12-4 PM': 199, '4-7 PM': 999, '7-10 PM': 624}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-16,3,Ambaji Temple,3066,73,moderate,Saturday,True,False,None,False,Sunny,20,Monsoon,"{'4-6 AM': 367, '6-9 AM': -151, '9-12 PM': 613, '12-4 PM': 245, '4-7 PM': 1226, '7-10 PM': 766}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-17,3,Ambaji Temple,1347,32,low,Sunday,True,False,None,False,Heavy Rain,36,Monsoon,"{'4-6 AM': 161, '6-9 AM': -64, '9-12 PM': 269, '12-4 PM': 107, '4-7 PM': 538, '7-10 PM': 336}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.5, 'holiday': 1.0, 'growth': 1.04}"
2022-07-18,3,Ambaji Temple,1899,45,low,Monday,False,False,None,False,Partly Cloudy,27,Monsoon,"{'4-6 AM': 227, '6-9 AM': -91, '9-12 PM': 379, '12-4 PM': 151, '4-7 PM': 759, '7-10 PM': 474}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-19,3,Ambaji Temple,2618,62,moderate,Tuesday,False,False,None,False,Sunny,37,Monsoon,"{'4-6 AM': 314, '6-9 AM': -129, '9-12 PM': 523, '12-4 PM': 209, '4-7 PM': 1047, '7-10 PM': 654}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-20,3,Ambaji Temple,1624,38,low,Wednesday,False,False,None,False,Sunny,26,Monsoon,"{'4-6 AM': 194, '6-9 AM': -78, '9-12 PM': 324, '12-4 PM': 129, '4-7 PM': 649, '7-10 PM': 406}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.04}"
2022-07-21,3,Ambaji Temple,1659,39,low,Thursday,False,False,None,False,Partly Cloudy,33,Monsoon,"{'4-6 AM': 199, '6-9 AM': -80, '9-12 PM': 331, '12-4 PM': 132, '4-7 PM': 663, '7-10 PM': 414}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-22,3,Ambaji Temple,2224,52,moderate,Friday,False,False,None,False,Cloudy,23,Monsoon,"{'4-6 AM': 266, '6-9 AM': -108, '9-12 PM': 444, '12-4 PM': 177, '4-7 PM': 889, '7-10 PM': 556}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.04}"
2022-07-23,3,Ambaji Temple,2719,64,moderate,Saturday,True,False,None,False,Cloudy,28,Monsoon,"{'4-6 AM': 326, '6-9 AM': -133, '9-12 PM': 543, '12-4 PM': 217, '4-7 PM': 1087, '7-10 PM': 679}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.04}"
2022-07-24,3,Ambaji Temple,2905,69,moderate,Sunday,True,False,None,False,Partly Cloudy,23,Monsoon,"{'4-6 AM': 348, '6-9 AM': -144, '9-12 PM': 581, '12-4 PM': 232, '4-7 PM': 1162, '7-10 PM': 726}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.04}"
2022-07-25,3,Ambaji Temple,1942,46,low,Monday,False,False,None,False,Pleasant,26,Monsoon,"{'4-6 AM': 233, '6-9 AM': -95, '9-12 PM': 388, '12-4 PM': 155, '4-7 PM': 776, '7-10 PM': 485}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.15, 'holiday': 1.0, 'growth': 1.04}"
2022-07-26,3,Ambaji Temple,2641,62,moderate,Tuesday,False,False,None,False,Partly Cloudy,28,Monsoon,"{'4-6 AM': 316, '6-9 AM': -130, '9-12 PM': 528, '12-4 PM': 211, '4-7 PM': 1056, '7-10 PM': 660}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.05}"
2022-07-27,3,Ambaji Temple,1570,37,low,Wednesday,False,False,None,False,Sunny,25,Monsoon,"{'4-6 AM': 188, '6-9 AM': -77, '9-12 PM': 314, '12-4 PM': 125, '4-7 PM': 628, '7-10 PM': 392}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-07-28,3,Ambaji Temple,1782,42,low,Thursday,False,False,None,False,Partly Cloudy,23,Monsoon,"{'4-6 AM': 213, '6-9 AM': -86, '9-12 PM': 356, '12-4 PM': 142, '4-7 PM': 712, '7-10 PM': 445}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.05}"
2022-07-29,3,Ambaji Temple,2354,56,moderate,Friday,False,False,None,False,Sunny,20,Monsoon,"{'4-6 AM': 282, '6-9 AM': -115, '9-12 PM': 470, '12-4 PM': 188, '4-7 PM': 941, '7-10 PM': 588}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-07-30,3,Ambaji Temple,2867,68,moderate,Saturday,True,False,None,False,Cloudy,27,Monsoon,"{'4-6 AM': 344, '6-9 AM': -141, '9-12 PM': 573, '12-4 PM': 229, '4-7 PM': 1146, '7-10 PM': 716}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.05}"
2022-07-31,3,Ambaji Temple,2533,60,moderate,Sunday,True,False,None,False,Cloudy,27,Monsoon,"{'4-6 AM': 303, '6-9 AM': -124, '9-12 PM': 506, '12-4 PM': 202, '4-7 PM': 1013, '7-10 PM': 633}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.05}"
2022-08-01,3,Ambaji Temple,1700,40,low,Monday,False,False,None,False,Partly Cloudy,20,Monsoon,"{'4-6 AM': 204, '6-9 AM': -85, '9-12 PM': 340, '12-4 PM': 136, '4-7 PM': 680, '7-10 PM': 425}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.05}"
2022-08-02,3,Ambaji Temple,2868,68,moderate,Tuesday,False,False,None,False,Sunny,26,Monsoon,"{'4-6 AM': 344, '6-9 AM': -142, '9-12 PM': 573, '12-4 PM': 229, '4-7 PM': 1147, '7-10 PM': 717}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-03,3,Ambaji Temple,1720,40,low,Wednesday,False,False,None,False,Partly Cloudy,35,Monsoon,"{'4-6 AM': 206, '6-9 AM': -85, '9-12 PM': 344, '12-4 PM': 137, '4-7 PM': 688, '7-10 PM': 430}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.05}"
2022-08-04,3,Ambaji Temple,1614,38,low,Thursday,False,False,None,False,Sunny,21,Monsoon,"{'4-6 AM': 193, '6-9 AM': -78, '9-12 PM': 322, '12-4 PM': 129, '4-7 PM': 645, '7-10 PM': 403}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-05,3,Ambaji Temple,2438,58,moderate,Friday,False,False,None,False,Sunny,34,Monsoon,"{'4-6 AM': 292, '6-9 AM': -120, '9-12 PM': 487, '12-4 PM': 195, '4-7 PM': 975, '7-10 PM': 609}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-06,3,Ambaji Temple,3084,73,moderate,Saturday,True,False,None,False,Sunny,20,Monsoon,"{'4-6 AM': 370, '6-9 AM': -152, '9-12 PM': 616, '12-4 PM': 246, '4-7 PM': 1233, '7-10 PM': 771}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-07,3,Ambaji Temple,3141,74,moderate,Sunday,True,False,None,False,Sunny,28,Monsoon,"{'4-6 AM': 376, '6-9 AM': -155, '9-12 PM': 628, '12-4 PM': 251, '4-7 PM': 1256, '7-10 PM': 785}","{'seasonal': 0.7, 'weekday': 1.4, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-08,3,Ambaji Temple,1539,36,low,Monday,False,False,None,False,Cloudy,37,Monsoon,"{'4-6 AM': 184, '6-9 AM': -74, '9-12 PM': 307, '12-4 PM': 123, '4-7 PM': 615, '7-10 PM': 384}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 0.95, 'holiday': 1.0, 'growth': 1.05}"
2022-08-09,3,Ambaji Temple,2794,66,moderate,Tuesday,False,False,None,False,Partly Cloudy,25,Monsoon,"{'4-6 AM': 335, '6-9 AM': -137, '9-12 PM': 558, '12-4 PM': 223, '4-7 PM': 1117, '7-10 PM': 698}","{'seasonal': 0.7, 'weekday': 1.3, 'festival': 1.0, 'weather': 1.05, 'holiday': 1.0, 'growth': 1.05}"
2022-08-10,3,Ambaji Temple,1724,41,low,Wednesday,False,False,None,False,Sunny,33,Monsoon,"{'4-6 AM': 206, '6-9 AM': -83, '9-12 PM': 344, '12-4 PM': 137, '4-7 PM': 689, '7-10 PM': 431}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-11,3,Ambaji Temple,1876,44,low,Thursday,False,False,None,False,Sunny,32,Monsoon,"{'4-6 AM': 225, '6-9 AM': -93, '9-12 PM': 375, '12-4 PM': 150, '4-7 PM': 750, '7-10 PM': 469}","{'seasonal': 0.7, 'weekday': 0.85, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
2022-08-12,3,Ambaji Temple,2390,56,moderate,Friday,False,False,None,False,Sunny,36,Monsoon,"{'4-6 AM': 286, '6-9 AM': -118, '9-12 PM': 478, '12-4 PM': 191, '4-7 PM': 956, '7-10 PM': 597}","{'seasonal': 0.7, 'weekday': 1.2, 'festival': 1.0, 'weather': 1.0, 'holiday': 1.0, 'growth': 1.05}"
